"","ESTAT_MNE","Var","VarID","Value"
"822","Iss A/S","officer.end_date","332","2007-04-13"
"823","Iss A/S","officer.name","336","Richard Sharp"
"824","Iss A/S","officer.position","337","adm. dir"
"825","Iss A/S","officer.start_date","338","2005-03-28"
"826","Iss A/S","officer.end_date","339","2006-01-01"
"827","Iss A/S","officer.name","343","Edward James De Nor"
"828","Iss A/S","officer.position","344","personlig_suppleant"
"829","Iss A/S","officer.start_date","345","2005-10-26"
"830","Iss A/S","officer.end_date","346","2006-03-06"
"831","Iss A/S","officer.name","350","Sanjay Hiralal Patel"
"832","Iss A/S","officer.position","351","bestyrelse"
"833","Iss A/S","officer.start_date","352","2005-03-28"
"834","Iss A/S","officer.end_date","353","2009-12-09"
"835","Iss A/S","officer.name","357","Leif Albert Östling"
"836","Iss A/S","officer.position","358","næstformand"
"837","Iss A/S","officer.start_date","359","2007-04-13"
"838","Iss A/S","officer.end_date","360","2013-03-07"
"839","Iss A/S","officer.name","364","Steven Richard Sher"
"840","Iss A/S","officer.position","365","personlig_suppleant"
"841","Iss A/S","officer.start_date","366","2007-12-12"
"842","Iss A/S","officer.end_date","367","2007-12-12"
"843","Iss A/S","officer.name","371","Charles Lamb The Lord Allen of Kensington"
"844","Iss A/S","officer.position","372","formand"
"845","Iss A/S","officer.start_date","373","2013-08-21"
"846","Iss A/S","officer.name","377","Thomas Fredrik Berglund"
"847","Iss A/S","officer.position","378","næstformand"
"848","Iss A/S","officer.start_date","379","2014-02-17"
"849","Iss A/S","officer.end_date","380","2020-04-02"
"850","Iss A/S","officer.name","384","Iain Alexander Kennedy"
"851","Iss A/S","officer.position","385","personlig_suppleant"
"852","Iss A/S","officer.start_date","386","2014-02-17"
"853","Iss A/S","officer.end_date","387","2016-04-05"
"854","Iss A/S","officer.name","391","Christoph Paul Sander"
"855","Iss A/S","officer.position","392","bestyrelse"
"856","Iss A/S","officer.start_date","393","2006-04-06"
"857","Iss A/S","officer.end_date","394","2010-07-09"
"858","Iss A/S","officer.name","398","Andrew Evan Wolff"
"859","Iss A/S","officer.position","399","bestyrelse"
"860","Iss A/S","officer.start_date","400","2013-06-03"
"861","Iss A/S","officer.end_date","401","2015-04-15"
"862","Iss A/S","officer.name","405","Giovanni Peri"
"863","Iss A/S","officer.position","406","director"
"864","Iss A/S","officer.start_date","407","2013-08-12"
"865","Iss A/S","officer.end_date","408","2015-08-27"
"866","Iss A/S","officer.name","412","Francis Mackay"
"867","Iss A/S","officer.position","413","formand"
"868","Iss A/S","officer.start_date","414","2007-04-13"
"869","Iss A/S","officer.end_date","415","2008-12-15"
"870","Iss A/S","officer.name","419","Jennie Chua Kheng Yeng"
"871","Iss A/S","officer.position","420","bestyrelse"
"872","Iss A/S","officer.start_date","421","2011-12-15"
"873","Iss A/S","officer.end_date","422","2015-04-15"
"874","Iss A/S","officer.name","426","Martin Hintze"
"875","Iss A/S","officer.position","427","personlig_suppleant"
"876","Iss A/S","officer.start_date","428","2013-06-03"
"877","Iss A/S","officer.end_date","429","2013-12-20"
"878","Iss A/S","officer.name","433","Harry Klagsbrunn"
"879","Iss A/S","officer.position","434","bestyrelse"
"880","Iss A/S","officer.start_date","435","2011-12-15"
"881","Iss A/S","officer.end_date","436","2013-06-03"
"882","Iss A/S","officer.name","440","Andrew Jonathan Mark Taylor"
"883","Iss A/S","officer.position","441","bestyrelse"
"884","Iss A/S","officer.start_date","442","2012-08-29"
"885","Iss A/S","officer.end_date","443","2016-04-05"
"886","Iss A/S","officer.name","447","Cynthia Mary Trudell"
"887","Iss A/S","officer.position","448","bestyrelsesmedlem"
"888","Iss A/S","officer.start_date","449","2015-04-15"
"889","Iss A/S","officer.name","453","Chiang See Ngoh"
"890","Iss A/S","officer.position","454","bestyrelsesmedlem"
"891","Iss A/S","officer.start_date","455","2015-04-15"
"892","Iss A/S","officer.name","459","John Benedict Stevens"
"893","Iss A/S","officer.position","460","bestyrelsesmedlem"
"894","Iss A/S","officer.start_date","461","2016-04-05"
"895","Iss A/S","officer.name","465","GORRISSEN FEDERSPIEL KOMPLEMENTAR ADVOKATANPARTSSELSKAB"
"896","Iss A/S","officer.position","466","stiftere"
"897","Iss A/S","officer.start_date","467","2005-03-11"
"898","Iss A/S","officer.name","471","Pierre-Francois Riolacci"
"899","Iss A/S","officer.position","472","direktØr"
"900","Iss A/S","officer.start_date","473","2016-11-07"
"901","Iss A/S","officer.name","477","Signe Adamsen"
"902","Iss A/S","officer.position","478","suppleant"
"903","Iss A/S","officer.start_date","479","2019-04-10"
"904","Iss A/S","officer.name","483","Pernille Benborg"
"905","Iss A/S","officer.position","484","suppleant"
"906","Iss A/S","officer.start_date","485","2019-04-10"
"907","Iss A/S","officer.name","489","Nada El Boayadi"
"908","Iss A/S","officer.position","490","bestyrelsesmedlem"
"909","Iss A/S","officer.start_date","491","2019-04-10"
"910","Iss A/S","officer.name","495","Elsie Yiu"
"911","Iss A/S","officer.position","496","bestyrelsesmedlem"
"912","Iss A/S","officer.start_date","497","2019-04-10"
"913","Iss A/S","officer.name","501","Peter Klovgaard-Jørgensen"
"914","Iss A/S","officer.position","502","suppleant"
"915","Iss A/S","officer.start_date","503","2012-03-19"
"916","Iss A/S","officer.end_date","504","2012-03-19"
"917","Iss A/S","officer.name","508","Søren Thorup Sørensen"
"918","Iss A/S","officer.position","509","bestyrelsesmedlem"
"919","Iss A/S","officer.start_date","510","2020-04-02"
"920","Iss A/S","officer.name","514","Henrik Poulsen"
"921","Iss A/S","officer.position","515","nÆstformand"
"922","Iss A/S","officer.start_date","516","2020-04-02"
"923","Iss A/S","officer.name","520","Valerie Paule Denise James Beaulieu"
"924","Iss A/S","officer.position","521","bestyrelsesmedlem"
"925","Iss A/S","officer.start_date","522","2020-04-02"
"926","Iss A/S","officer.name","526","Jacob Aarup-Andersen"
"927","Iss A/S","officer.position","527","adm. dir."
"928","Iss A/S","officer.start_date","528","2020-09-01"
"929","Sodexo","City1","1","255 QUAI DE LA BATAILLE DE STALINGRAD, ISSY-LES-MOULINEAUX, HAUTS-DE-SEINE, 92130"
"930","Sodexo","City2","2","255 QUAI DE LA BATAILLE DE STALINGRAD"
"931","Sodexo","Country1","3","FRANCE"
"932","Sodexo","Inactive","4","FALSE"
"933","Sodexo","IncorpDate","5","1994-10-03"
"934","Sodexo","LastUpdate","6","2020-09-21T06:16:20+00:00"
"935","Sodexo","LegalJur","7","fr"
"936","Sodexo","Location1","8","ISSY-LES-MOULINEAUX"
"937","Sodexo","Location2","9","HAUTS-DE-SEINE"
"938","Sodexo","Name","10","CE SODEXO SA"
"939","Sodexo","OpenCorpNum","11","398918557"
"940","Sodexo","OpenCorpURL","12","https://opencorporates.com/companies/fr/398918557"
"941","Sodexo","Postal1","13","92130"
"942","Sodexo","Predecessor1","14",NA
"943","Sodexo","RegURL","15",NA
"944","Sodexo","Status","16","Actif"
"945","Sodexo","Type1","17","Comité social économique d’entreprise"
"946","Tesco Plc","City1","1","Tesco House, Shire Park
Kestrel Way, Welwyn Garden City, AL7 1GA"
"947","Tesco Plc","City2","2","Tesco House, Shire Park
Kestrel Way"
"948","Tesco Plc","Country1","3","United Kingdom"
"949","Tesco Plc","Inactive","4","FALSE"
"950","Tesco Plc","IncorpDate","5","1947-11-27"
"951","Tesco Plc","LastUpdate","6","2020-10-06T04:01:30+00:00"
"952","Tesco Plc","LegalJur","7","gb"
"953","Tesco Plc","Location1","8","Welwyn Garden City"
"954","Tesco Plc","Location2","9",NA
"955","Tesco Plc","Name","10","TESCO PLC"
"956","Tesco Plc","OpenCorpNum","11","00445790"
"957","Tesco Plc","OpenCorpURL","12","https://opencorporates.com/companies/gb/00445790"
"958","Tesco Plc","Postal1","13","AL7 1GA"
"959","Tesco Plc","Predecessor1","14","TESCO STORES (HOLDINGS) PUBLIC LIMITED COMPANY"
"960","Tesco Plc","RegURL","15","https://beta.companieshouse.gov.uk/company/00445790"
"961","Tesco Plc","Status","16","Active"
"962","Tesco Plc","Type1","17","Public Limited Company"
"963","Tesco Plc","officer.name","290","ROWLEY STUART AGER"
"964","Tesco Plc","officer.position","291","secretary"
"965","Tesco Plc","officer.start_date","292","1991-06-07"
"966","Tesco Plc","officer.end_date","293","2004-03-15"
"967","Tesco Plc","officer.name","297","JONATHAN MARK LLOYD"
"968","Tesco Plc","officer.position","298","secretary"
"969","Tesco Plc","officer.start_date","299","2005-07-18"
"970","Tesco Plc","officer.end_date","300","2006-12-14"
"971","Tesco Plc","officer.occupation","302","DEPUTY COMPANY SECRETARY"
"972","Tesco Plc","officer.name","305","LUCY JEANNE NEVILLE-ROLFE"
"973","Tesco Plc","officer.position","306","secretary"
"974","Tesco Plc","officer.start_date","307","2004-03-15"
"975","Tesco Plc","officer.end_date","308","2006-12-14"
"976","Tesco Plc","officer.occupation","310","COMPANY DIRECTOR"
"977","Tesco Plc","officer.name","313","ROWLEY STUART AGER"
"978","Tesco Plc","officer.position","314","director"
"979","Tesco Plc","officer.start_date","315","1992-10-05"
"980","Tesco Plc","officer.end_date","316","2004-02-27"
"981","Tesco Plc","officer.occupation","318","DIRECTOR"
"982","Tesco Plc","officer.name","321","JOHN MURRAY ALLAN"
"983","Tesco Plc","officer.position","322","director"
"984","Tesco Plc","officer.start_date","323","2015-03-01"
"985","Tesco Plc","officer.occupation","325","CHAIRMAN"
"986","Tesco Plc","officer.name","328","CHARLES LAMB ALLEN"
"987","Tesco Plc","officer.position","329","director"
"988","Tesco Plc","officer.start_date","330","1999-02-19"
"989","Tesco Plc","officer.end_date","331","2010-07-02"
"990","Tesco Plc","officer.occupation","333","DIRECTOR"
"991","Tesco Plc","officer.name","336","MARK HENRY ARMOUR"
"992","Tesco Plc","officer.position","337","director"
"993","Tesco Plc","officer.start_date","338","2013-09-02"
"994","Tesco Plc","officer.occupation","340","NON-EXECUTIVE DIRECTOR"
"995","Tesco Plc","officer.name","343","VICTOR WOOLF BENJAMIN"
"996","Tesco Plc","officer.position","344","director"
"997","Tesco Plc","officer.start_date","345","1991-06-07"
"998","Tesco Plc","officer.end_date","346","1996-06-07"
"999","Tesco Plc","officer.occupation","348","SOLICITOR"
"1000","Tesco Plc","officer.name","351","RICHARD WILLIAM PETER BRASHER"
"1001","Tesco Plc","officer.position","352","director"
"1002","Tesco Plc","officer.start_date","353","2004-03-15"
"1003","Tesco Plc","officer.end_date","354","2012-03-15"
"1004","Tesco Plc","officer.occupation","356","DIRECTOR"
"1005","Tesco Plc","officer.name","359","RICHARD JOHN BROADBENT"
"1006","Tesco Plc","officer.position","360","director"
"1007","Tesco Plc","officer.start_date","361","2011-07-02"
"1008","Tesco Plc","officer.end_date","362","2015-03-01"
"1009","Tesco Plc","officer.occupation","364","COMPANY DIRECTOR"
"1010","Tesco Plc","officer.name","367","GARETH RICHARD BULLOCK"
"1011","Tesco Plc","officer.position","368","director"
"1012","Tesco Plc","officer.start_date","369","2010-07-02"
"1013","Tesco Plc","officer.end_date","370","2015-03-05"
"1014","Tesco Plc","officer.occupation","372","DIRECTOR"
"1015","Tesco Plc","officer.name","375","PATRICK JEAN PIERRE CESCAU"
"1016","Tesco Plc","officer.position","376","director"
"1017","Tesco Plc","officer.start_date","377","2009-02-01"
"1018","Tesco Plc","officer.end_date","378","2015-04-07"
"1019","Tesco Plc","officer.occupation","380","DIRECTOR"
"1020","Tesco Plc","officer.name","383","STUART JOHN CHAMBERS"
"1021","Tesco Plc","officer.position","384","director"
"1022","Tesco Plc","officer.start_date","385","2010-07-02"
"1023","Tesco Plc","officer.end_date","386","2015-06-26"
"1024","Tesco Plc","officer.occupation","388","DIRECTOR"
"1025","Tesco Plc","officer.name","391","RODNEY FRANK CHASE"
"1026","Tesco Plc","officer.position","392","director"
"1027","Tesco Plc","officer.start_date","393","2002-07-01"
"1028","Tesco Plc","officer.end_date","394","2010-07-02"
"1029","Tesco Plc","officer.occupation","396","DIRECTOR"
"1030","Tesco Plc","officer.name","399","PHILIP ANDREW CLARKE"
"1031","Tesco Plc","officer.position","400","director"
"1032","Tesco Plc","officer.start_date","401","1998-11-16"
"1033","Tesco Plc","officer.end_date","402","2014-09-01"
"1034","Tesco Plc","officer.occupation","404","DIRECTOR"
"1035","Tesco Plc","officer.name","407","KAREN RACHEL COOK"
"1036","Tesco Plc","officer.position","408","director"
"1037","Tesco Plc","officer.start_date","409","2004-10-01"
"1038","Tesco Plc","officer.end_date","410","2013-02-23"
"1039","Tesco Plc","officer.occupation","412","DIRECTOR"
"1040","Tesco Plc","officer.name","415","MICHAEL DARNELL"
"1041","Tesco Plc","officer.position","416","director"
"1042","Tesco Plc","officer.start_date","417","1991-06-07"
"1043","Tesco Plc","officer.end_date","418","1994-05-20"
"1044","Tesco Plc","officer.occupation","420","COMPANY DIRECTOR"
"1045","Tesco Plc","officer.name","423","EVAN MERVYN DAVIES"
"1046","Tesco Plc","officer.position","424","director"
"1047","Tesco Plc","officer.start_date","425","2003-07-07"
"1048","Tesco Plc","officer.end_date","426","2008-10-31"
"1049","Tesco Plc","officer.occupation","428","DIRECTOR"
"1050","Tesco Plc","officer.name","431","HARALD EINSMANN"
"1051","Tesco Plc","officer.position","432","director"
"1052","Tesco Plc","officer.start_date","433","1999-04-01"
"1053","Tesco Plc","officer.end_date","434","2010-07-02"
"1054","Tesco Plc","officer.occupation","436","DIRECTOR"
"1055","Tesco Plc","officer.name","439","JOHN ANTHONY GARDINER"
"1056","Tesco Plc","officer.position","440","director"
"1057","Tesco Plc","officer.start_date","441","1991-06-07"
"1058","Tesco Plc","officer.end_date","442","2004-04-02"
"1059","Tesco Plc","officer.occupation","444","COMPANY DIRECTOR"
"1060","Tesco Plc","officer.name","447","OLIVIA GARFIELD"
"1061","Tesco Plc","officer.position","448","director"
"1062","Tesco Plc","officer.start_date","449","2013-04-01"
"1063","Tesco Plc","officer.end_date","450","2015-02-28"
"1064","Tesco Plc","officer.occupation","452","DIRECTOR"
"1065","Tesco Plc","officer.name","455","JOHN GILDERSLEEVE"
"1066","Tesco Plc","officer.position","456","director"
"1067","Tesco Plc","officer.start_date","457","1991-06-07"
"1068","Tesco Plc","officer.end_date","458","2004-02-27"
"1069","Tesco Plc","officer.occupation","460","COMPANY DIRECTOR"
"1070","Tesco Plc","officer.name","463","BYRON ELMER GROTE"
"1071","Tesco Plc","officer.position","464","director"
"1072","Tesco Plc","officer.start_date","465","2015-05-01"
"1073","Tesco Plc","officer.occupation","467","COMPANY DIRECTOR"
"1074","Tesco Plc","officer.name","470","KENNETH GEORGE HANNA"
"1075","Tesco Plc","officer.position","471","director"
"1076","Tesco Plc","officer.start_date","472","2009-04-01"
"1077","Tesco Plc","officer.end_date","473","2015-06-26"
"1078","Tesco Plc","officer.occupation","475","CO DIRECTOR"
"1079","Tesco Plc","officer.name","478","ANDREW THOMAS HIGGINSON"
"1080","Tesco Plc","officer.position","479","director"
"1081","Tesco Plc","officer.start_date","480","1997-11-17"
"1082","Tesco Plc","officer.end_date","481","2012-09-01"
"1083","Tesco Plc","officer.occupation","483","FINANCE DIRECTOR"
"1084","Tesco Plc","officer.name","486","KENNETH JOHN HYDON"
"1085","Tesco Plc","officer.position","487","director"
"1086","Tesco Plc","officer.start_date","488","2004-02-23"
"1087","Tesco Plc","officer.end_date","489","2013-02-23"
"1088","Tesco Plc","officer.occupation","491","DIRECTOR"
"1089","Tesco Plc","officer.name","494","LESLEY JAMES"
"1090","Tesco Plc","officer.position","495","director"
"1091","Tesco Plc","officer.start_date","496","1995-02-06"
"1092","Tesco Plc","officer.end_date","497","1999-04-30"
"1093","Tesco Plc","officer.occupation","499","COMPANY DIRECTOR"
"1094","Tesco Plc","officer.name","502","MIAH GWYNFOR JONES"
"1095","Tesco Plc","officer.position","503","director"
"1096","Tesco Plc","officer.start_date","504","1992-01-14"
"1097","Tesco Plc","officer.end_date","505","1998-06-11"
"1098","Tesco Plc","officer.occupation","507","COMPANY DIRECTOR"
"1099","Tesco Plc","officer.name","510","FRANCIS RUDOLPH NELSON KREJSA"
"1100","Tesco Plc","officer.position","511","director"
"1101","Tesco Plc","officer.start_date","512","1991-06-07"
"1102","Tesco Plc","officer.end_date","513","1993-03-31"
"1103","Tesco Plc","officer.occupation","515","COMPANY DIRECTOR"
"1104","Tesco Plc","officer.name","518","TERENCE PATRICK LEAHY"
"1105","Tesco Plc","officer.position","519","director"
"1106","Tesco Plc","officer.start_date","520","1992-10-05"
"1107","Tesco Plc","officer.end_date","521","2011-03-02"
"1108","Tesco Plc","officer.occupation","523","DIRECTOR"
"1109","Tesco Plc","officer.name","526","DAVID JOHN LEWIS"
"1110","Tesco Plc","officer.position","527","director"
"1111","Tesco Plc","officer.start_date","528","2014-09-01"
"1112","Tesco Plc","officer.end_date","529","2020-09-30"
"1113","Tesco Plc","officer.occupation","531","CHIEF EXECUTIVE OFFICER"
"1114","Tesco Plc","officer.name","534","IAN CHARTER MACLAURIN"
"1115","Tesco Plc","officer.position","535","director"
"1116","Tesco Plc","officer.start_date","536","1991-06-07"
"1117","Tesco Plc","officer.end_date","537","1997-06-06"
"1118","Tesco Plc","officer.occupation","539","COMPANY DIRECTOR"
"1119","Tesco Plc","officer.name","542","ALFRED DAVID MALPAS"
"1120","Tesco Plc","officer.position","543","director"
"1121","Tesco Plc","officer.start_date","544","1991-06-07"
"1122","Tesco Plc","officer.end_date","545","1997-02-21"
"1123","Tesco Plc","officer.occupation","547","COMPANY DIRECTOR"
"1124","Tesco Plc","officer.name","550","TIMOTHY JOHN ROLLIT MASON"
"1125","Tesco Plc","officer.position","551","director"
"1126","Tesco Plc","officer.start_date","552","1995-02-06"
"1127","Tesco Plc","officer.end_date","553","2012-12-06"
"1128","Tesco Plc","officer.occupation","555","DIRECTOR"
"1129","Tesco Plc","officer.name","558","CAROLYN JULIA MCCALL"
"1130","Tesco Plc","officer.position","559","director"
"1131","Tesco Plc","officer.start_date","560","2005-03-01"
"1132","Tesco Plc","officer.end_date","561","2008-04-10"
"1133","Tesco Plc","officer.occupation","563","NON EXEC DIRECTOR"
"1134","Tesco Plc","officer.name","566","LAURENCE PATRICK MCILWEE"
"1135","Tesco Plc","officer.position","567","director"
"1136","Tesco Plc","officer.start_date","568","2009-01-27"
"1137","Tesco Plc","officer.end_date","569","2014-04-04"
"1138","Tesco Plc","officer.occupation","571","FINANCE DIRECTOR"
"1139","Tesco Plc","officer.name","574","JOHN WILLIAM MELBOURN"
"1140","Tesco Plc","officer.position","575","director"
"1141","Tesco Plc","officer.start_date","576","1996-04-15"
"1142","Tesco Plc","officer.end_date","577","2002-06-14"
"1143","Tesco Plc","officer.occupation","579","BANKER"
"1144","Tesco Plc","officer.name","582","VERONIQUE MORALI"
"1145","Tesco Plc","officer.position","583","director"
"1146","Tesco Plc","officer.start_date","584","2000-09-18"
"1147","Tesco Plc","officer.end_date","585","2005-02-28"
"1148","Tesco Plc","officer.occupation","587","DIRECTOR"
"1149","Tesco Plc","officer.name","590","LUCY JEANNE NEVILLE-ROLFE"
"1150","Tesco Plc","officer.position","591","director"
"1151","Tesco Plc","officer.start_date","592","2006-12-14"
"1152","Tesco Plc","officer.end_date","593","2013-01-02"
"1153","Tesco Plc","officer.occupation","595","DIRECTOR"
"1154","Tesco Plc","officer.name","598","DETTA O'CATHAIN"
"1155","Tesco Plc","officer.position","599","director"
"1156","Tesco Plc","officer.start_date","600","1991-06-07"
"1157","Tesco Plc","officer.end_date","601","2000-06-15"
"1158","Tesco Plc","officer.occupation","603","COMPANY DIRECTOR"
"1159","Tesco Plc","officer.name","606","ANDERS BERTIL MIKAEL OLSSON"
"1160","Tesco Plc","officer.position","607","director"
"1161","Tesco Plc","officer.start_date","608","2014-11-01"
"1162","Tesco Plc","officer.occupation","610","DIRECTOR"
"1163","Tesco Plc","officer.name","613","DEANNA WATSON OPPENHEIMER"
"1164","Tesco Plc","officer.position","614","director"
"1165","Tesco Plc","officer.start_date","615","2012-03-01"
"1166","Tesco Plc","officer.occupation","617","DIRECTOR"
"1167","Tesco Plc","officer.name","620","JOHN MARIO FASKALLY PADOVAN"
"1168","Tesco Plc","officer.position","621","director"
"1169","Tesco Plc","officer.start_date","622","1991-06-07"
"1170","Tesco Plc","officer.end_date","623","1994-05-20"
"1171","Tesco Plc","officer.occupation","625","MERCHANT BANKER"
"1172","Tesco Plc","officer.name","628","GRAHAM FENWICK PIMLOTT"
"1173","Tesco Plc","officer.position","629","director"
"1174","Tesco Plc","officer.start_date","630","1993-03-01"
"1175","Tesco Plc","officer.end_date","631","2005-05-23"
"1176","Tesco Plc","officer.occupation","633","INVESTMENT BANKER"
"1177","Tesco Plc","officer.name","636","DAVID THOMAS POTTS"
"1178","Tesco Plc","officer.position","637","director"
"1179","Tesco Plc","officer.start_date","638","1998-11-16"
"1180","Tesco Plc","officer.end_date","639","2011-12-07"
"1181","Tesco Plc","officer.occupation","641","DIRECTOR"
"1182","Tesco Plc","officer.name","644","DAVID EDWARD REID"
"1183","Tesco Plc","officer.position","645","director"
"1184","Tesco Plc","officer.start_date","646","1991-06-07"
"1185","Tesco Plc","officer.end_date","647","2003-12-31"
"1186","Tesco Plc","officer.occupation","649","DIRECTOR"
"1187","Tesco Plc","officer.name","652","DAVID EDWARD REID"
"1188","Tesco Plc","officer.position","653","director"
"1189","Tesco Plc","officer.start_date","654","2004-04-02"
"1190","Tesco Plc","officer.end_date","655","2011-11-30"
"1191","Tesco Plc","officer.occupation","657","DIRECTOR"
"1192","Tesco Plc","officer.name","660","ALAN JAMES HARRIS STEWART"
"1193","Tesco Plc","officer.position","661","director"
"1194","Tesco Plc","officer.start_date","662","2014-09-23"
"1195","Tesco Plc","officer.occupation","664","DIRECTOR"
"1196","Tesco Plc","officer.name","667","JACQUELINE ANNE TAMMENOMS BAKKER"
"1197","Tesco Plc","officer.position","668","director"
"1198","Tesco Plc","officer.start_date","669","2009-01-01"
"1199","Tesco Plc","officer.end_date","670","2015-02-28"
"1200","Tesco Plc","officer.occupation","672","DIRECTOR"
"1201","Tesco Plc","officer.name","675","DENNIS CHARLES TUFFIN"
"1202","Tesco Plc","officer.position","676","director"
"1203","Tesco Plc","officer.start_date","677","1991-06-07"
"1204","Tesco Plc","officer.end_date","678","1994-05-20"
"1205","Tesco Plc","officer.occupation","680","COMPANY DIRECTOR"
"1206","Tesco Plc","officer.name","683","JOHN MICHAEL WEMMS"
"1207","Tesco Plc","officer.position","684","director"
"1208","Tesco Plc","officer.start_date","685","1991-06-07"
"1209","Tesco Plc","officer.end_date","686","2000-06-15"
"1210","Tesco Plc","officer.occupation","688","COMPANY DIRECTOR"
"1211","Tesco Plc","officer.name","691","SIMON IAIN PATTERSON"
"1212","Tesco Plc","officer.position","692","director"
"1213","Tesco Plc","officer.start_date","693","2016-04-01"
"1214","Tesco Plc","officer.occupation","695","DIRECTOR"
"1215","Tesco Plc","officer.name","698","LINDSEY JANE POWNALL"
"1216","Tesco Plc","officer.position","699","director"
"1217","Tesco Plc","officer.start_date","700","2016-04-01"
"1218","Tesco Plc","officer.occupation","702","DIRECTOR"
"1219","Tesco Plc","officer.name","705","ELIZABETH ALISON PLATT"
"1220","Tesco Plc","officer.position","706","director"
"1221","Tesco Plc","officer.start_date","707","2016-04-01"
"1222","Tesco Plc","officer.occupation","709","DIRECTOR"
"1223","Tesco Plc","officer.name","712","PAUL ANTHONY MOORE"
"1224","Tesco Plc","officer.position","713","secretary"
"1225","Tesco Plc","officer.start_date","714","2015-01-12"
"1226","Tesco Plc","officer.end_date","715","2016-06-30"
"1227","Tesco Plc","officer.name","719","DARREN ELLIOT LENNARK"
"1228","Tesco Plc","officer.position","720","secretary"
"1229","Tesco Plc","officer.start_date","721","2016-07-01"
"1230","Tesco Plc","officer.end_date","722","2016-08-10"
"1231","Tesco Plc","officer.name","726","ROBERT JOHN WELCH"
"1232","Tesco Plc","officer.position","727","secretary"
"1233","Tesco Plc","officer.start_date","728","2016-08-10"
"1234","Tesco Plc","officer.name","732","STEPHEN WILLIAM GOLSBY"
"1235","Tesco Plc","officer.position","733","director"
"1236","Tesco Plc","officer.start_date","734","2016-10-01"
"1237","Tesco Plc","officer.occupation","736","DIRECTOR"
"1238","Tesco Plc","officer.name","739","ALAN JAMES STEWART"
"1239","Tesco Plc","officer.position","740","director"
"1240","Tesco Plc","officer.start_date","741","2014-09-23"
"1241","Tesco Plc","officer.occupation","743","DIRECTOR"
"1242","Tesco Plc","officer.name","746","RICHARD JOHN COUSINS"
"1243","Tesco Plc","officer.position","747","director"
"1244","Tesco Plc","officer.start_date","748","2014-11-01"
"1245","Tesco Plc","officer.end_date","749","2017-01-03"
"1246","Tesco Plc","officer.occupation","751","DIRECTOR"
"1247","Tesco Plc","officer.name","754","STEWART CHARLES GILLILAND"
"1248","Tesco Plc","officer.position","755","director"
"1249","Tesco Plc","officer.start_date","756","2018-03-05"
"1250","Tesco Plc","officer.occupation","758","DIRECTOR"
"1251","Tesco Plc","officer.name","761","CHARLES WILSON"
"1252","Tesco Plc","officer.position","762","director"
"1253","Tesco Plc","officer.start_date","763","2018-03-05"
"1254","Tesco Plc","officer.end_date","764","2018-07-16"
"1255","Tesco Plc","officer.occupation","766","DIRECTOR"
"1256","Tesco Plc","officer.name","769","MELISSA BETHELL"
"1257","Tesco Plc","officer.position","770","director"
"1258","Tesco Plc","officer.start_date","771","2018-09-24"
"1259","Tesco Plc","officer.occupation","773","COMPANY DIRECTOR"
"1260","Tesco Plc","officer.name","776","KEN MURPHY"
"1261","Tesco Plc","officer.position","777","director"
"1262","Tesco Plc","officer.start_date","778","2020-10-01"
"1263","Tesco Plc","officer.occupation","780","DIRECTOR"
"1264","Siemens Ag","City1","1","Werner-von-Siemens-Str."
"1265","Siemens Ag","City2","2","Werner-von-Siemens-Str."
"1266","Siemens Ag","Country1","3","Germany"
"1267","Siemens Ag","Inactive","4","FALSE"
"1268","Siemens Ag","IncorpDate","5",NA
"1269","Siemens Ag","LastUpdate","6","2020-09-02T22:31:16+00:00"
"1270","Siemens Ag","LegalJur","7","de"
"1271","Siemens Ag","Location1","8",NA
"1272","Siemens Ag","Location2","9",NA
"1273","Siemens Ag","Name","10","Siemens Aktiengesellschaft"
"1274","Siemens Ag","OpenCorpNum","11","D2601V_HRB6684"
"1275","Siemens Ag","OpenCorpURL","12","https://opencorporates.com/companies/de/D2601V_HRB6684"
"1276","Siemens Ag","Postal1","13",NA
"1277","Siemens Ag","Predecessor1","14",NA
"1278","Siemens Ag","RegURL","15",NA
"1279","Siemens Ag","Status","16","Currently Registered"
"1280","Siemens Ag","Type1","17",NA
"1281","Siemens Ag","officer.name","22","Martin Ecknig"
"1282","Siemens Ag","officer.position","23","prokurist"
"1283","Siemens Ag","officer.start_date","24","2018-03-08"
"1284","Siemens Ag","officer.name","28","Georg Bernwieser"
"1285","Siemens Ag","officer.position","29","prokurist"
"1286","Siemens Ag","officer.end_date","30","2018-03-08"
"1287","Siemens Ag","officer.name","34","Hartmut Buchs"
"1288","Siemens Ag","officer.position","35","prokurist"
"1289","Siemens Ag","officer.end_date","36","2018-03-08"
"1290","Siemens Ag","officer.name","40","Jürgen Ehrke"
"1291","Siemens Ag","officer.position","41","prokurist"
"1292","Siemens Ag","officer.start_date","42","2017-09-11"
"1293","Siemens Ag","officer.name","46","Jürgen Doctor Bartl"
"1294","Siemens Ag","officer.position","47","prokurist"
"1295","Siemens Ag","officer.start_date","48","2008-12-22"
"1296","Siemens Ag","officer.end_date","49","2017-09-11"
"1297","Siemens Ag","officer.name","53","Veronika Bienert"
"1298","Siemens Ag","officer.position","54","prokurist"
"1299","Siemens Ag","officer.start_date","55","2012-04-26"
"1300","Siemens Ag","officer.end_date","56","2016-08-02"
"1301","Siemens Ag","officer.name","60","Ricardo Arglebe"
