"","ESTAT_MNE","Var","VarID","Value"
"148","Compass Group Plc","Symbol","68",NA
"149","Compass Group Plc","TotalAssets","69",NA
"150","Compass Group Plc","TotalAssetsCurrency","70",NA
"151","Compass Group Plc","TradingName","71",NA
"152","Compass Group Plc","Type1","72","Public_limited_company"
"153","Compass Group Plc","Type2","73",NA
"154","Compass Group Plc","URL1","74","http://www.compass-group.com/"
"155","Compass Group Plc","URL2","75",NA
"156","Compass Group Plc","WikipediaPrimaryTopic","76","http://en.wikipedia.org/wiki/Compass_Group"
"157","Deutsche Post Ag","AreaServed","1","Worldwide"
"158","Deutsche Post Ag","Assets1","2","4.142E10"
"159","Deutsche Post Ag","Assets2","3",NA
"160","Deutsche Post Ag","AssetsCurrency","4","usDollar"
"161","Deutsche Post Ag","AssetsUnderManagement","5",NA
"162","Deutsche Post Ag","AssetsUnderManagementCurrency","6",NA
"163","Deutsche Post Ag","AssetsYear","7",NA
"164","Deutsche Post Ag","City1","8",NA
"165","Deutsche Post Ag","City2","9",NA
"166","Deutsche Post Ag","Country1","10",NA
"167","Deutsche Post Ag","Country2","11",NA
"168","Deutsche Post Ag","EBIT","12",NA
"169","Deutsche Post Ag","EBITCurrency","13",NA
"170","Deutsche Post Ag","Employees","14","424351"
"171","Deutsche Post Ag","EmployeesYear","15",NA
"172","Deutsche Post Ag","Equity1","16","1.119E10"
"173","Deutsche Post Ag","Equity2","17",NA
"174","Deutsche Post Ag","EquityYear","18",NA
"175","Deutsche Post Ag","FormationDate","19",NA
"176","Deutsche Post Ag","FoundationPlace","20",NA
"177","Deutsche Post Ag","Founders1","21",NA
"178","Deutsche Post Ag","Founders2","22",NA
"179","Deutsche Post Ag","FoundingDate","23",NA
"180","Deutsche Post Ag","FoundingYear","24","1995"
"181","Deutsche Post Ag","IncomeYear","25",NA
"182","Deutsche Post Ag","Industry1","26","Courier"
"183","Deutsche Post Ag","Industry1","26","Mail"
"184","Deutsche Post Ag","Industry2","27",NA
"185","Deutsche Post Ag","ISIN","28",NA
"186","Deutsche Post Ag","KeyPeople","29",NA
"187","Deutsche Post Ag","KeyPerson","30","Chief_financial_officer"
"188","Deutsche Post Ag","KeyPerson","30","Frank_Appel"
"189","Deutsche Post Ag","KeyPerson","30","Wulf_von_Schimmelmann"
"190","Deutsche Post Ag","Latitude","31","50.7155570983887"
"191","Deutsche Post Ag","Location1","32","Post_Tower"
"192","Deutsche Post Ag","Location1","32","Bonn"
"193","Deutsche Post Ag","Location1","32","Germany"
"194","Deutsche Post Ag","Location2","33",NA
"195","Deutsche Post Ag","Location3","34",NA
"196","Deutsche Post Ag","LogoURL","35","http://commons.wikimedia.org/wiki/Special:FilePath/Deutsche_Post_DHL.svg"
"197","Deutsche Post Ag","Longitude","36","7.13000011444092"
"198","Deutsche Post Ag","ManagedBy","37",NA
"199","Deutsche Post Ag","MarketCap","38",NA
"200","Deutsche Post Ag","MarketCapCurrency","39",NA
"201","Deutsche Post Ag","Name","40","Deutsche Post AG"
"202","Deutsche Post Ag","NetIncome","41","2.016E9"
"203","Deutsche Post Ag","NetIncomeCurrency","42","euro"
"204","Deutsche Post Ag","NetIncomeUnit","43",NA
"205","Deutsche Post Ag","NetIncomeYear","44",NA
"206","Deutsche Post Ag","NetProfit","45",NA
"207","Deutsche Post Ag","NetProfitCurrency","46",NA
"208","Deutsche Post Ag","NoOfLocations1","47",NA
"209","Deutsche Post Ag","NoOfLocations2","48",NA
"210","Deutsche Post Ag","NoOfLocationsYear","49",NA
"211","Deutsche Post Ag","OperatingIncome1","50","2.965E9"
"212","Deutsche Post Ag","OperatingIncome2","51",NA
"213","Deutsche Post Ag","ParentCompany","52","Deutsche_Post"
"214","Deutsche Post Ag","Predecessor1","53",NA
"215","Deutsche Post Ag","Predecessor2","54",NA
"216","Deutsche Post Ag","Predecessor3","55",NA
"217","Deutsche Post Ag","Profit","56",NA
"218","Deutsche Post Ag","ProfitCurrency","57",NA
"219","Deutsche Post Ag","ProfitYear","58",NA
"220","Deutsche Post Ag","RegionServed","59",NA
"221","Deutsche Post Ag","Revenue1","60","5.663E10"
"222","Deutsche Post Ag","Revenue2","61",NA
"223","Deutsche Post Ag","RevenueCurrency","62","euro"
"224","Deutsche Post Ag","RevenueYear","63",NA
"225","Deutsche Post Ag","Services1","64","Mail"
"226","Deutsche Post Ag","Services1","64","Parcel_post"
"227","Deutsche Post Ag","Services1","64","Express_mail"
"228","Deutsche Post Ag","Services1","64","Delivery_(commerce)"
"229","Deutsche Post Ag","Services1","64","Third-party_logistics"
"230","Deutsche Post Ag","Services1","64","Cargo"
"231","Deutsche Post Ag","Services2","65",NA
"232","Deutsche Post Ag","Slogan1","66",NA
"233","Deutsche Post Ag","Slogan2","67",NA
"234","Deutsche Post Ag","Symbol","68",NA
"235","Deutsche Post Ag","TotalAssets","69",NA
"236","Deutsche Post Ag","TotalAssetsCurrency","70",NA
"237","Deutsche Post Ag","TradingName","71","Deutsche Post DHL Group"
"238","Deutsche Post Ag","Type1","72","Deutsche_Post"
"239","Deutsche Post Ag","Type1","72","Aktiengesellschaft"
"240","Deutsche Post Ag","Type2","73",NA
"241","Deutsche Post Ag","URL1","74","http://www.dp-dhl.com"
"242","Deutsche Post Ag","URL2","75",NA
"243","Deutsche Post Ag","WikipediaPrimaryTopic","76","http://en.wikipedia.org/wiki/Deutsche_Post"
"244","G4S Plc","AreaServed","1","Worldwide"
"245","G4S Plc","Assets1","2",NA
"246","G4S Plc","Assets2","3",NA
"247","G4S Plc","AssetsCurrency","4",NA
"248","G4S Plc","AssetsUnderManagement","5",NA
"249","G4S Plc","AssetsUnderManagementCurrency","6",NA
"250","G4S Plc","AssetsYear","7",NA
"251","G4S Plc","City1","8",NA
"252","G4S Plc","City2","9",NA
"253","G4S Plc","Country1","10",NA
"254","G4S Plc","Country2","11",NA
"255","G4S Plc","EBIT","12",NA
"256","G4S Plc","EBITCurrency","13",NA
"257","G4S Plc","Employees","14","618000"
"258","G4S Plc","EmployeesYear","15",NA
"259","G4S Plc","Equity1","16",NA
"260","G4S Plc","Equity2","17",NA
"261","G4S Plc","EquityYear","18",NA
"262","G4S Plc","FormationDate","19",NA
"263","G4S Plc","FoundationPlace","20",NA
"264","G4S Plc","Founders1","21",NA
"265","G4S Plc","Founders2","22",NA
"266","G4S Plc","FoundingDate","23",NA
"267","G4S Plc","FoundingYear","24",NA
"268","G4S Plc","IncomeYear","25",NA
"269","G4S Plc","Industry1","26","Security"
"270","G4S Plc","Industry2","27",NA
"271","G4S Plc","ISIN","28",NA
"272","G4S Plc","KeyPeople","29",NA
"273","G4S Plc","KeyPerson","30","Chair_(official)"
"274","G4S Plc","KeyPerson","30","Ashley_Almanza"
"275","G4S Plc","Latitude","31",NA
"276","G4S Plc","Location1","32","England"
"277","G4S Plc","Location1","32","Crawley"
"278","G4S Plc","Location1","32","United_Kingdom"
"279","G4S Plc","Location2","33",NA
"280","G4S Plc","Location3","34",NA
"281","G4S Plc","LogoURL","35",NA
"282","G4S Plc","Longitude","36",NA
"283","G4S Plc","ManagedBy","37","G4S"
"284","G4S Plc","MarketCap","38",NA
"285","G4S Plc","MarketCapCurrency","39",NA
"286","G4S Plc","Name","40","G4S plc"
"287","G4S Plc","NetIncome","41","2.6E7"
"288","G4S Plc","NetIncomeCurrency","42","poundSterling"
"289","G4S Plc","NetIncomeUnit","43",NA
"290","G4S Plc","NetIncomeYear","44",NA
"291","G4S Plc","NetProfit","45",NA
"292","G4S Plc","NetProfitCurrency","46",NA
"293","G4S Plc","NoOfLocations1","47",NA
"294","G4S Plc","NoOfLocations2","48",NA
"295","G4S Plc","NoOfLocationsYear","49",NA
"296","G4S Plc","OperatingIncome1","50","1.83E8"
"297","G4S Plc","OperatingIncome2","51",NA
"298","G4S Plc","ParentCompany","52","G4S"
"299","G4S Plc","Predecessor1","53",NA
"300","G4S Plc","Predecessor2","54",NA
"301","G4S Plc","Predecessor3","55",NA
"302","G4S Plc","Profit","56",NA
"303","G4S Plc","ProfitCurrency","57",NA
"304","G4S Plc","ProfitYear","58",NA
"305","G4S Plc","RegionServed","59",NA
"306","G4S Plc","Revenue1","60","6863.0"
"307","G4S Plc","Revenue2","61",NA
"308","G4S Plc","RevenueCurrency","62","poundSterling"
"309","G4S Plc","RevenueYear","63",NA
"310","G4S Plc","Services1","64",NA
"311","G4S Plc","Services2","65","Manned security services, cash handling services, justice services and outsourced business processes related to security and safety risks"
"312","G4S Plc","Slogan1","66",NA
"313","G4S Plc","Slogan2","67",NA
"314","G4S Plc","Symbol","68",NA
"315","G4S Plc","TotalAssets","69",NA
"316","G4S Plc","TotalAssetsCurrency","70",NA
"317","G4S Plc","TradingName","71",NA
"318","G4S Plc","Type1","72","Public_limited_company"
"319","G4S Plc","Type2","73",NA
"320","G4S Plc","URL1","74","http://g4s.com"
"321","G4S Plc","URL2","75",NA
"322","G4S Plc","WikipediaPrimaryTopic","76","http://en.wikipedia.org/wiki/G4S"
"323","Accenture Public Limited Company","AreaServed","1","Worldwide"
"324","Accenture Public Limited Company","Assets1","2","1.8266E10"
"325","Accenture Public Limited Company","Assets2","3",NA
"326","Accenture Public Limited Company","AssetsCurrency","4","usDollar"
"327","Accenture Public Limited Company","AssetsUnderManagement","5",NA
"328","Accenture Public Limited Company","AssetsUnderManagementCurrency","6",NA
"329","Accenture Public Limited Company","AssetsYear","7",NA
"330","Accenture Public Limited Company","City1","8",NA
"331","Accenture Public Limited Company","City2","9",NA
"332","Accenture Public Limited Company","Country1","10",NA
"333","Accenture Public Limited Company","Country2","11",NA
"334","Accenture Public Limited Company","EBIT","12",NA
"335","Accenture Public Limited Company","EBITCurrency","13",NA
"336","Accenture Public Limited Company","Employees","14","375000"
"337","Accenture Public Limited Company","EmployeesYear","15",NA
"338","Accenture Public Limited Company","Equity1","16","6.133E9"
"339","Accenture Public Limited Company","Equity2","17",NA
"340","Accenture Public Limited Company","EquityYear","18",NA
"341","Accenture Public Limited Company","FormationDate","19",NA
"342","Accenture Public Limited Company","FoundationPlace","20",NA
"343","Accenture Public Limited Company","Founders1","21",NA
"344","Accenture Public Limited Company","Founders2","22",NA
"345","Accenture Public Limited Company","FoundingDate","23",NA
"346","Accenture Public Limited Company","FoundingYear","24","1989"
"347","Accenture Public Limited Company","IncomeYear","25",NA
"348","Accenture Public Limited Company","Industry1","26","Information_technology_consulting"
"349","Accenture Public Limited Company","Industry1","26","IT_service_management"
"350","Accenture Public Limited Company","Industry2","27",NA
"351","Accenture Public Limited Company","ISIN","28",NA
"352","Accenture Public Limited Company","KeyPeople","29",NA
"353","Accenture Public Limited Company","KeyPerson","30","Pierre_Nanterme"
"354","Accenture Public Limited Company","Latitude","31",NA
"355","Accenture Public Limited Company","Location1","32","Dublin"
"356","Accenture Public Limited Company","Location1","32","Ireland"
"357","Accenture Public Limited Company","Location2","33",NA
"358","Accenture Public Limited Company","Location3","34",NA
"359","Accenture Public Limited Company","LogoURL","35","http://commons.wikimedia.org/wiki/Special:FilePath/Accenture.svg"
"360","Accenture Public Limited Company","Longitude","36",NA
"361","Accenture Public Limited Company","ManagedBy","37",NA
"362","Accenture Public Limited Company","MarketCap","38",NA
"363","Accenture Public Limited Company","MarketCapCurrency","39",NA
"364","Accenture Public Limited Company","Name","40","Accenture PLC"
"365","Accenture Public Limited Company","NetIncome","41","3.053E9"
"366","Accenture Public Limited Company","NetIncomeCurrency","42","usDollar"
"367","Accenture Public Limited Company","NetIncomeUnit","43",NA
"368","Accenture Public Limited Company","NetIncomeYear","44",NA
"369","Accenture Public Limited Company","NetProfit","45",NA
"370","Accenture Public Limited Company","NetProfitCurrency","46",NA
"371","Accenture Public Limited Company","NoOfLocations1","47",NA
"372","Accenture Public Limited Company","NoOfLocations2","48",NA
"373","Accenture Public Limited Company","NoOfLocationsYear","49",NA
"374","Accenture Public Limited Company","OperatingIncome1","50","4.435E9"
"375","Accenture Public Limited Company","OperatingIncome2","51",NA
"376","Accenture Public Limited Company","ParentCompany","52","Accenture"
"377","Accenture Public Limited Company","Predecessor1","53","Andersen_Consulting"
"378","Accenture Public Limited Company","Predecessor2","54",NA
"379","Accenture Public Limited Company","Predecessor3","55",NA
"380","Accenture Public Limited Company","Profit","56",NA
"381","Accenture Public Limited Company","ProfitCurrency","57",NA
"382","Accenture Public Limited Company","ProfitYear","58",NA
"383","Accenture Public Limited Company","RegionServed","59",NA
"384","Accenture Public Limited Company","Revenue1","60","3.1E10"
"385","Accenture Public Limited Company","Revenue2","61",NA
"386","Accenture Public Limited Company","RevenueCurrency","62","usDollar"
"387","Accenture Public Limited Company","RevenueYear","63",NA
"388","Accenture Public Limited Company","Services1","64","Strategic_management"
"389","Accenture Public Limited Company","Services1","64","Technology"
"390","Accenture Public Limited Company","Services1","64","Business_consulting"
"391","Accenture Public Limited Company","Services1","64","Business_operations"
"392","Accenture Public Limited Company","Services1","64","Computer"
"393","Accenture Public Limited Company","Services2","65",NA
"394","Accenture Public Limited Company","Slogan1","66",NA
"395","Accenture Public Limited Company","Slogan2","67",NA
"396","Accenture Public Limited Company","Symbol","68","ACN"
"397","Accenture Public Limited Company","TotalAssets","69",NA
"398","Accenture Public Limited Company","TotalAssetsCurrency","70",NA
"399","Accenture Public Limited Company","TradingName","71",NA
"400","Accenture Public Limited Company","Type1","72","Public_company"
"401","Accenture Public Limited Company","Type2","73",NA
"402","Accenture Public Limited Company","URL1","74","http://www.accenture.com"
"403","Accenture Public Limited Company","URL1","74","http://www.accenture.com/"
"404","Accenture Public Limited Company","URL2","75",NA
"405","Accenture Public Limited Company","WikipediaPrimaryTopic","76","http://en.wikipedia.org/wiki/Accenture"
"406","Sodexo","AreaServed","1","Worldwide"
"407","Sodexo","Assets1","2","1.114E11"
"408","Sodexo","Assets2","3",NA
"409","Sodexo","AssetsCurrency","4","euro"
"410","Sodexo","AssetsUnderManagement","5",NA
"411","Sodexo","AssetsUnderManagementCurrency","6",NA
"412","Sodexo","AssetsYear","7",NA
"413","Sodexo","City1","8","Issy-les-Moulineaux"
"414","Sodexo","City2","9",NA
"415","Sodexo","Country1","10","France"
"416","Sodexo","Country2","11",NA
"417","Sodexo","EBIT","12",NA
"418","Sodexo","EBITCurrency","13",NA
"419","Sodexo","Employees","14","413000"
"420","Sodexo","EmployeesYear","15",NA
"421","Sodexo","Equity1","16","2.535E9"
"422","Sodexo","Equity2","17",NA
"423","Sodexo","EquityYear","18",NA
"424","Sodexo","FormationDate","19",NA
"425","Sodexo","FoundationPlace","20",NA
"426","Sodexo","Founders1","21","Pierre_Bellon"
"427","Sodexo","Founders2","22",NA
"428","Sodexo","FoundingDate","23",NA
"429","Sodexo","FoundingYear","24","1966"
"430","Sodexo","IncomeYear","25",NA
"431","Sodexo","Industry1","26","Home_care"
"432","Sodexo","Industry1","26","Conglomerate_(company)"
"433","Sodexo","Industry1","26","Elderly_care"
"434","Sodexo","Industry2","27",NA
"435","Sodexo","ISIN","28",NA
"436","Sodexo","KeyPeople","29",NA
"437","Sodexo","KeyPerson","30","Pierre_Bellon"
"438","Sodexo","KeyPerson","30","Michel_Landel"
"439","Sodexo","Latitude","31",NA
"440","Sodexo","Location1","32",NA
"441","Sodexo","Location2","33",NA
"442","Sodexo","Location3","34",NA
"443","Sodexo","LogoURL","35","http://en.wikipedia.org/wiki/Special:FilePath/Sodexo.svg"
"444","Sodexo","Longitude","36",NA
"445","Sodexo","ManagedBy","37",NA
"446","Sodexo","MarketCap","38",NA
"447","Sodexo","MarketCapCurrency","39",NA
"448","Sodexo","Name","40","Sodexo S.A."
"449","Sodexo","Name","40","Comfort Keepers"
"450","Sodexo","NetIncome","41","9.45E8"
"451","Sodexo","NetIncomeCurrency","42","euro"
"452","Sodexo","NetIncomeUnit","43",NA
"453","Sodexo","NetIncomeYear","44",NA
"454","Sodexo","NetProfit","45",NA
"455","Sodexo","NetProfitCurrency","46",NA
"456","Sodexo","NoOfLocations1","47",NA
"457","Sodexo","NoOfLocations2","48",NA
"458","Sodexo","NoOfLocationsYear","49",NA
"459","Sodexo","OperatingIncome1","50","8.53E8"
"460","Sodexo","OperatingIncome2","51",NA
"461","Sodexo","ParentCompany","52","Sodexo"
"462","Sodexo","Predecessor1","53",NA
"463","Sodexo","Predecessor2","54",NA
"464","Sodexo","Predecessor3","55",NA
"465","Sodexo","Profit","56",NA
"466","Sodexo","ProfitCurrency","57",NA
"467","Sodexo","ProfitYear","58",NA
"468","Sodexo","RegionServed","59",NA
"469","Sodexo","Revenue1","60","1.604E10"
"470","Sodexo","Revenue2","61",NA
"471","Sodexo","RevenueCurrency","62","euro"
"472","Sodexo","RevenueYear","63",NA
"473","Sodexo","Services1","64","Service_voucher"
"474","Sodexo","Services1","64","Facility_management"
"475","Sodexo","Services1","64","Foodservice"
"476","Sodexo","Services2","65",NA
"477","Sodexo","Slogan1","66",NA
"478","Sodexo","Slogan2","67",NA
"479","Sodexo","Symbol","68",NA
"480","Sodexo","TotalAssets","69",NA
"481","Sodexo","TotalAssetsCurrency","70",NA
"482","Sodexo","TradingName","71",NA
"483","Sodexo","Type1","72","S.A._(corporation)"
"484","Sodexo","Type2","73","International Franchise"
"485","Sodexo","URL1","74","http://www.sodexo.com/"
"486","Sodexo","URL1","74","http://comfortkeepers.com"
"487","Sodexo","URL2","75",NA
"488","Sodexo","WikipediaPrimaryTopic","76","http://en.wikipedia.org/wiki/Sodexo"
"489","Tesco Plc","AreaServed","1",NA
"490","Tesco Plc","Assets1","2","4.3668E10"
"491","Tesco Plc","Assets2","3",NA
"492","Tesco Plc","AssetsCurrency","4","poundSterling"
"493","Tesco Plc","AssetsUnderManagement","5",NA
"494","Tesco Plc","AssetsUnderManagementCurrency","6",NA
"495","Tesco Plc","AssetsYear","7",NA
"496","Tesco Plc","City1","8",NA
"497","Tesco Plc","City2","9",NA
"498","Tesco Plc","Country1","10",NA
"499","Tesco Plc","Country2","11",NA
"500","Tesco Plc","EBIT","12",NA
"501","Tesco Plc","EBITCurrency","13",NA
"502","Tesco Plc","Employees","14","476000"
"503","Tesco Plc","EmployeesYear","15",NA
"504","Tesco Plc","Equity1","16","8.616E9"
"505","Tesco Plc","Equity2","17",NA
"506","Tesco Plc","EquityYear","18",NA
"507","Tesco Plc","FormationDate","19",NA
"508","Tesco Plc","FoundationPlace","20","Metropolitan_Borough_of_Hackney"
"509","Tesco Plc","FoundationPlace","20","London"
"510","Tesco Plc","Founders1","21","Jack_Cohen_(businessman)"
"511","Tesco Plc","Founders2","22",NA
"512","Tesco Plc","FoundingDate","23",NA
"513","Tesco Plc","FoundingYear","24","1919"
"514","Tesco Plc","IncomeYear","25",NA
"515","Tesco Plc","Industry1","26","Retail"
"516","Tesco Plc","Industry2","27",NA
"517","Tesco Plc","ISIN","28",NA
"518","Tesco Plc","KeyPeople","29",NA
"519","Tesco Plc","KeyPerson","30","Dave_Lewis_(businessman)"
"520","Tesco Plc","KeyPerson","30","John_Allan_(businessman)"
"521","Tesco Plc","Latitude","31","51.7052459716797"
"522","Tesco Plc","Location1","32","Hertfordshire"
"523","Tesco Plc","Location1","32","Welwyn_Garden_City"
"524","Tesco Plc","Location2","33",NA
"525","Tesco Plc","Location3","34",NA
"526","Tesco Plc","LogoURL","35","http://en.wikipedia.org/wiki/Special:FilePath/Tesco_Logo.svg"
"527","Tesco Plc","Longitude","36","-0.0267694443464279"
"528","Tesco Plc","ManagedBy","37",NA
"529","Tesco Plc","MarketCap","38",NA
"530","Tesco Plc","MarketCapCurrency","39",NA
"531","Tesco Plc","Name","40","Tesco PLC"
"532","Tesco Plc","NetIncome","41","2.854E9"
"533","Tesco Plc","NetIncomeCurrency","42","poundSterling"
"534","Tesco Plc","NetIncomeUnit","43",NA
"535","Tesco Plc","NetIncomeYear","44",NA
"536","Tesco Plc","NetProfit","45",NA
"537","Tesco Plc","NetProfitCurrency","46",NA
"538","Tesco Plc","NoOfLocations1","47","6902"
"539","Tesco Plc","NoOfLocations2","48",NA
"540","Tesco Plc","NoOfLocationsYear","49",NA
"541","Tesco Plc","OperatingIncome1","50","2.6E9"
"542","Tesco Plc","OperatingIncome2","51",NA
"543","Tesco Plc","ParentCompany","52","Tesco"
"544","Tesco Plc","Predecessor1","53",NA
"545","Tesco Plc","Predecessor2","54",NA
