"","x"
"69","http://dbpedia.org/property/productionYear.type"
"70","http://dbpedia.org/property/productionYear.value"
"71","http://dbpedia.org/property/productionYear.datatype"
"72","http://dbpedia.org/property/reason.type"
"73","http://dbpedia.org/property/reason.value"
"74","http://dbpedia.org/property/reason.datatype"
"75","http://dbpedia.org/property/revenueYear.type"
"76","http://dbpedia.org/property/revenueYear.value"
"77","http://dbpedia.org/property/revenueYear.datatype"
"78","http://www.w3.org/ns/prov#wasDerivedFrom.type"
"79","http://www.w3.org/ns/prov#wasDerivedFrom.value"
"80","http://dbpedia.org/ontology/wikiPageExternalLink.type"
"81","http://dbpedia.org/ontology/wikiPageExternalLink.value"
"82","http://dbpedia.org/ontology/locationCity.type"
"83","http://dbpedia.org/ontology/locationCity.value"
"84","http://dbpedia.org/ontology/product.type"
"85","http://dbpedia.org/ontology/product.value"
"86","http://dbpedia.org/property/areaServed.type"
"87","http://dbpedia.org/property/areaServed.value"
"88","http://dbpedia.org/property/areaServed.datatype"
"89","http://dbpedia.org/ontology/abstract.type"
"90","http://dbpedia.org/ontology/abstract.value"
"91","http://dbpedia.org/ontology/abstract.lang"
"92","http://dbpedia.org/ontology/thumbnail.type"
"93","http://dbpedia.org/ontology/thumbnail.value"
"94","http://dbpedia.org/ontology/wikiPageRevisionID.type"
"95","http://dbpedia.org/ontology/wikiPageRevisionID.value"
"96","http://dbpedia.org/ontology/wikiPageRevisionID.datatype"
"97","http://dbpedia.org/ontology/wikiPageID.type"
"98","http://dbpedia.org/ontology/wikiPageID.value"
"99","http://dbpedia.org/ontology/wikiPageID.datatype"
"100","http://dbpedia.org/property/wordnet_type.type"
"101","http://dbpedia.org/property/wordnet_type.value"
"102","http://dbpedia.org/property/logo.type"
"103","http://dbpedia.org/property/logo.value"
"104","http://dbpedia.org/property/logo.datatype"
"105","http://dbpedia.org/ontology/locationCountry.type"
"106","http://dbpedia.org/ontology/locationCountry.value"
"107","http://dbpedia.org/property/date.type"
"108","http://dbpedia.org/property/date.value"
"109","http://dbpedia.org/property/date.datatype"
"110","http://dbpedia.org/ontology/keyPerson.type"
"111","http://dbpedia.org/ontology/keyPerson.value"
"112","http://dbpedia.org/ontology/parentCompany.type"
"113","http://dbpedia.org/ontology/parentCompany.value"
"114","http://dbpedia.org/ontology/type.type"
"115","http://dbpedia.org/ontology/type.value"
"116","http://dbpedia.org/ontology/knownFor.type"
"117","http://dbpedia.org/ontology/knownFor.value"
"118","http://dbpedia.org/ontology/wikiPageDisambiguates.type"
"119","http://dbpedia.org/ontology/wikiPageDisambiguates.value"
"120","http://dbpedia.org/property/client.type"
"121","http://dbpedia.org/property/client.value"
"122","http://dbpedia.org/ontology/employer.type"
"123","http://dbpedia.org/ontology/employer.value"
"124","http://dbpedia.org/ontology/team.type"
"125","http://dbpedia.org/ontology/team.value"
"126","http://dbpedia.org/property/constructors.type"
"127","http://dbpedia.org/property/constructors.value"
"128","http://dbpedia.org/property/engine.type"
"129","http://dbpedia.org/property/engine.value"
"130","http://dbpedia.org/property/engine(prop)_.type"
"131","http://dbpedia.org/property/engine(prop)_.value"
"132","http://dbpedia.org/property/engines.type"
"133","http://dbpedia.org/property/engines.value"
"134","http://dbpedia.org/property/manufacturer.type"
"135","http://dbpedia.org/property/manufacturer.value"
"136","http://dbpedia.org/property/parentCompany.type"
"137","http://dbpedia.org/property/parentCompany.value"
"138","http://dbpedia.org/property/teams.type"
"139","http://dbpedia.org/property/teams.value"
"140","http://dbpedia.org/property/text.type"
"141","http://dbpedia.org/property/text.value"
"142","http://dbpedia.org/ontology/wikiPageRedirects.type"
"143","http://dbpedia.org/ontology/wikiPageRedirects.value"
"144","http://xmlns.com/foaf/0.1/primaryTopic.type"
"145","http://xmlns.com/foaf/0.1/primaryTopic.value"
"146","http://dbpedia.org/ontology/assembly.type"
"147","http://dbpedia.org/ontology/assembly.value"
"148","http://dbpedia.org/ontology/owner.type"
"149","http://dbpedia.org/ontology/owner.value"
"150","http://dbpedia.org/ontology/occupation.type"
"151","http://dbpedia.org/ontology/occupation.value"
"152","http://dbpedia.org/property/similar.type"
"153","http://dbpedia.org/property/similar.value"
"154","http://dbpedia.org/ontology/operatingIncome.type"
"155","http://dbpedia.org/ontology/operatingIncome.value"
"156","http://dbpedia.org/ontology/operatingIncome.datatype"
"157","http://dbpedia.org/ontology/service.type"
"158","http://dbpedia.org/ontology/service.value"
"159","http://dbpedia.org/ontology/location.type"
"160","http://dbpedia.org/ontology/location.value"
"161","http://dbpedia.org/ontology/foundingYear.type"
"162","http://dbpedia.org/ontology/foundingYear.value"
"163","http://dbpedia.org/ontology/foundingYear.datatype"
"164","http://dbpedia.org/property/owner.type"
"165","http://dbpedia.org/property/owner.value"
"166","http://dbpedia.org/ontology/owningCompany.type"
"167","http://dbpedia.org/ontology/owningCompany.value"
"168","http://www.w3.org/2003/01/geo/wgs84_pos#lat.type"
"169","http://www.w3.org/2003/01/geo/wgs84_pos#lat.value"
"170","http://www.w3.org/2003/01/geo/wgs84_pos#lat.datatype"
"171","http://www.w3.org/2003/01/geo/wgs84_pos#long.type"
"172","http://www.w3.org/2003/01/geo/wgs84_pos#long.value"
"173","http://www.w3.org/2003/01/geo/wgs84_pos#long.datatype"
"174","http://www.w3.org/2003/01/geo/wgs84_pos#geometry.type"
"175","http://www.w3.org/2003/01/geo/wgs84_pos#geometry.value"
"176","http://www.w3.org/2003/01/geo/wgs84_pos#geometry.datatype"
"177","http://dbpedia.org/ontology/equity.type"
"178","http://dbpedia.org/ontology/equity.value"
"179","http://dbpedia.org/ontology/equity.datatype"
"180","http://www.georss.org/georss/point.type"
"181","http://www.georss.org/georss/point.value"
"182","http://dbpedia.org/property/tradingName.type"
"183","http://dbpedia.org/property/tradingName.value"
"184","http://dbpedia.org/property/tradingName.datatype"
"185","http://dbpedia.org/property/imageCaption.type"
"186","http://dbpedia.org/property/imageCaption.value"
"187","http://dbpedia.org/property/imageCaption.datatype"
"188","http://dbpedia.org/property/managedBy.type"
"189","http://dbpedia.org/property/managedBy.value"
"190","http://dbpedia.org/property/tradedAs.type"
"191","http://dbpedia.org/property/tradedAs.value"
"192","http://dbpedia.org/property/tradedAs.datatype"
"193","http://dbpedia.org/property/services.type"
"194","http://dbpedia.org/property/services.value"
"195","http://dbpedia.org/property/services.datatype"
"196","http://dbpedia.org/ontology/league.type"
"197","http://dbpedia.org/ontology/league.value"
"198","http://dbpedia.org/ontology/board.type"
"199","http://dbpedia.org/ontology/board.value"
"200","http://dbpedia.org/property/operator.type"
"201","http://dbpedia.org/property/operator.value"
"202","http://dbpedia.org/property/secCik.type"
"203","http://dbpedia.org/property/secCik.value"
"204","http://dbpedia.org/property/secCik.datatype"
"205","http://dbpedia.org/property/hoovers.type"
"206","http://dbpedia.org/property/hoovers.value"
"207","http://dbpedia.org/property/hoovers.datatype"
"208","http://dbpedia.org/property/symbol.type"
"209","http://dbpedia.org/property/symbol.value"
"210","http://dbpedia.org/property/symbol.datatype"
"211","http://dbpedia.org/property/name.type"
"212","http://dbpedia.org/property/name.value"
"213","http://dbpedia.org/property/name.datatype"
"214","http://dbpedia.org/ontology/predecessor.type"
"215","http://dbpedia.org/ontology/predecessor.value"
"216","http://dbpedia.org/property/workplaces.type"
"217","http://dbpedia.org/property/workplaces.value"
"218","http://dbpedia.org/ontology/developer.type"
"219","http://dbpedia.org/ontology/developer.value"
"220","http://dbpedia.org/property/keyPartners.type"
"221","http://dbpedia.org/property/keyPartners.value"
"222","http://dbpedia.org/property/title.type"
"223","http://dbpedia.org/property/title.value"
"224","http://dbpedia.org/ontology/tenant.type"
"225","http://dbpedia.org/ontology/tenant.value"
"226","http://dbpedia.org/property/sponsor.type"
"227","http://dbpedia.org/property/sponsor.value"
"228","http://dbpedia.org/property/founded.type"
"229","http://dbpedia.org/property/founded.value"
"230","http://dbpedia.org/property/founded.datatype"
"231","http://dbpedia.org/property/hqLocation.type"
"232","http://dbpedia.org/property/hqLocation.value"
"233","http://dbpedia.org/property/type.type"
"234","http://dbpedia.org/property/type.value"
"235","http://dbpedia.org/property/type.datatype"
"236","http://dbpedia.org/property/developer.type"
"237","http://dbpedia.org/property/developer.value"
"238","http://dbpedia.org/ontology/author.type"
"239","http://dbpedia.org/ontology/author.value"
"240","http://dbpedia.org/property/parent.type"
"241","http://dbpedia.org/property/parent.value"
"242","http://dbpedia.org/property/sponsors.type"
"243","http://dbpedia.org/property/sponsors.value"
"244","http://dbpedia.org/ontology/foundationPlace.type"
"245","http://dbpedia.org/ontology/foundationPlace.value"
"246","http://dbpedia.org/ontology/numberOfLocations.type"
"247","http://dbpedia.org/ontology/numberOfLocations.value"
"248","http://dbpedia.org/ontology/numberOfLocations.datatype"
"249","http://dbpedia.org/property/carrier.type"
"250","http://dbpedia.org/property/carrier.value"
"251","http://dbpedia.org/property/psUnitsManuModel.type"
"252","http://dbpedia.org/property/psUnitsManuModel.value"
"253","http://dbpedia.org/ontology/designer.type"
"254","http://dbpedia.org/ontology/designer.value"
"255","http://dbpedia.org/ontology/builder.type"
"256","http://dbpedia.org/ontology/builder.value"
"257","http://dbpedia.org/property/substationInstaller.type"
"258","http://dbpedia.org/property/substationInstaller.value"
"259","http://dbpedia.org/property/substationManufacturer.type"
"260","http://dbpedia.org/property/substationManufacturer.value"
"261","http://dbpedia.org/property/customValue.type"
"262","http://dbpedia.org/property/customValue.value"
"263","http://dbpedia.org/property/npReactorSupplier.type"
"264","http://dbpedia.org/property/npReactorSupplier.value"
"265","http://dbpedia.org/ontology/railwayRollingStock.type"
"266","http://dbpedia.org/ontology/railwayRollingStock.value"
"267","http://www.w3.org/2002/07/owl#differentFrom.type"
"268","http://www.w3.org/2002/07/owl#differentFrom.value"
"269","http://dbpedia.org/property/original.type"
"270","http://dbpedia.org/property/original.value"
"271","http://dbpedia.org/property/hersteller.type"
"272","http://dbpedia.org/property/hersteller.value"
"273","http://dbpedia.org/property/contractors.type"
"274","http://dbpedia.org/property/contractors.value"
"275","http://dbpedia.org/property/slogan.type"
"276","http://dbpedia.org/property/slogan.value"
"277","http://dbpedia.org/property/slogan.datatype"
"278","http://dbpedia.org/property/divisions.type"
"279","http://dbpedia.org/property/divisions.value"
"280","http://dbpedia.org/property/divisions.datatype"
"281","http://dbpedia.org/ontology/regionServed.type"
"282","http://dbpedia.org/ontology/regionServed.value"
"283","http://dbpedia.org/ontology/foundingDate.type"
"284","http://dbpedia.org/ontology/foundingDate.value"
"285","http://dbpedia.org/ontology/foundingDate.datatype"
"286","http://dbpedia.org/property/subsid.type"
"287","http://dbpedia.org/property/subsid.value"
"288","http://dbpedia.org/property/subsid.datatype"
"289","http://dbpedia.org/property/trademarkregistrations.type"
"290","http://dbpedia.org/property/trademarkregistrations.value"
"291","http://dbpedia.org/property/currentowner.type"
"292","http://dbpedia.org/property/currentowner.value"
"293","http://dbpedia.org/ontology/division.type"
"294","http://dbpedia.org/ontology/division.value"
"295","http://dbpedia.org/property/previousowners.type"
"296","http://dbpedia.org/property/previousowners.value"
"297","http://dbpedia.org/ontology/creatorOfDish.type"
"298","http://dbpedia.org/ontology/creatorOfDish.value"
"299","http://dbpedia.org/property/owners.type"
"300","http://dbpedia.org/property/owners.value"
"301","http://dbpedia.org/property/keyPeople.type"
"302","http://dbpedia.org/property/keyPeople.value"
"303","http://dbpedia.org/property/keyPeople.datatype"
"304","http://dbpedia.org/property/founder.type"
"305","http://dbpedia.org/property/founder.value"
"306","http://dbpedia.org/property/founder.datatype"
"307","http://dbpedia.org/property/locationCity.type"
"308","http://dbpedia.org/property/locationCity.value"
"309","http://dbpedia.org/property/locationCity.datatype"
"310","http://dbpedia.org/property/imageSize.type"
"311","http://dbpedia.org/property/imageSize.value"
"312","http://dbpedia.org/property/imageSize.datatype"
"313","http://dbpedia.org/property/netProfit.type"
"314","http://dbpedia.org/property/netProfit.value"
"315","http://dbpedia.org/property/netProfit.datatype"
"316","http://dbpedia.org/property/ebit.type"
"317","http://dbpedia.org/property/ebit.value"
"318","http://dbpedia.org/property/ebit.datatype"
"319","http://dbpedia.org/property/totalAssets.type"
"320","http://dbpedia.org/property/totalAssets.value"
"321","http://dbpedia.org/property/totalAssets.datatype"
"322","http://dbpedia.org/property/affiliation.type"
"323","http://dbpedia.org/property/affiliation.value"
"324","http://dbpedia.org/property/management.type"
"325","http://dbpedia.org/property/management.value"
"326","http://dbpedia.org/property/free.type"
"327","http://dbpedia.org/property/free.value"
"328","http://dbpedia.org/property/mostWins.type"
"329","http://dbpedia.org/property/mostWins.value"
"330","http://dbpedia.org/property/caption.type"
"331","http://dbpedia.org/property/caption.value"
"332","http://dbpedia.org/property/caption.datatype"
"333","http://dbpedia.org/property/align.type"
"334","http://dbpedia.org/property/align.value"
"335","http://dbpedia.org/property/align.datatype"
"336","http://dbpedia.org/property/image.type"
"337","http://dbpedia.org/property/image.value"
"338","http://dbpedia.org/property/image.datatype"
"339","http://dbpedia.org/property/ratio.type"
"340","http://dbpedia.org/property/ratio.value"
"341","http://dbpedia.org/property/ratio.datatype"
"342","http://dbpedia.org/property/width.type"
"343","http://dbpedia.org/property/width.value"
"344","http://dbpedia.org/property/width.datatype"
"345","http://dbpedia.org/property/direction.type"
"346","http://dbpedia.org/property/direction.value"
"347","http://dbpedia.org/property/direction.datatype"
"348","http://dbpedia.org/property/companySlogan.type"
"349","http://dbpedia.org/property/companySlogan.value"
"350","http://dbpedia.org/property/companySlogan.datatype"
"351","http://dbpedia.org/property/adslServ.type"
"352","http://dbpedia.org/property/adslServ.value"
"353","http://dbpedia.org/ontology/parentOrganisation.type"
"354","http://dbpedia.org/ontology/parentOrganisation.value"
"355","http://dbpedia.org/property/langcode.type"
"356","http://dbpedia.org/property/langcode.value"
"357","http://dbpedia.org/property/langcode.datatype"
"358","http://dbpedia.org/property/locationCountry.type"
"359","http://dbpedia.org/property/locationCountry.value"
"360","http://dbpedia.org/property/locationCountry.datatype"
"361","http://dbpedia.org/property/logoSize.type"
"362","http://dbpedia.org/property/logoSize.value"
"363","http://dbpedia.org/property/logoSize.datatype"
"364","http://dbpedia.org/property/profit.type"
"365","http://dbpedia.org/property/profit.value"
"366","http://dbpedia.org/property/profit.datatype"
"367","http://dbpedia.org/property/industry.type"
"368","http://dbpedia.org/property/industry.value"
"369","http://dbpedia.org/property/industry.datatype"
"370","http://dbpedia.org/ontology/firstDriverTeam.type"
"371","http://dbpedia.org/ontology/firstDriverTeam.value"
"372","http://dbpedia.org/ontology/designCompany.type"
"373","http://dbpedia.org/ontology/designCompany.value"
"374","http://dbpedia.org/ontology/thirdTeam.type"
"375","http://dbpedia.org/ontology/thirdTeam.value"
"376","http://dbpedia.org/ontology/distributor.type"
"377","http://dbpedia.org/ontology/distributor.value"
"378","http://dbpedia.org/property/constructor.type"
"379","http://dbpedia.org/property/constructor.value"
"380","http://dbpedia.org/property/team.type"
"381","http://dbpedia.org/property/team.value"
"382","http://dbpedia.org/property/products.type"
"383","http://dbpedia.org/property/products.value"
"384","http://dbpedia.org/property/products.datatype"
"385","http://dbpedia.org/property/sp.type"
"386","http://dbpedia.org/property/sp.value"
"387","http://dbpedia.org/ontology/engineer.type"
"388","http://dbpedia.org/ontology/engineer.value"
"389","http://dbpedia.org/ontology/operator.type"
"390","http://dbpedia.org/ontology/operator.value"
"391","http://dbpedia.org/property/netIncome.type"
"392","http://dbpedia.org/property/netIncome.value"
"393","http://dbpedia.org/property/netIncome.datatype"
"394","http://dbpedia.org/property/mainContractors.type"
"395","http://dbpedia.org/property/mainContractors.value"
"396","http://dbpedia.org/property/mainContractor.type"
"397","http://dbpedia.org/property/mainContractor.value"
"398","http://dbpedia.org/property/recordTeam.type"
"399","http://dbpedia.org/property/recordTeam.value"
"400","http://dbpedia.org/property/workInstitution.type"
"401","http://dbpedia.org/property/workInstitution.value"
"402","http://dbpedia.org/ontology/secondTeam.type"
"403","http://dbpedia.org/ontology/secondTeam.value"
"404","http://dbpedia.org/property/equityYear.type"
"405","http://dbpedia.org/property/equityYear.value"
"406","http://dbpedia.org/property/equityYear.datatype"
"407","http://dbpedia.org/property/slogans.type"
"408","http://dbpedia.org/property/slogans.value"
"409","http://dbpedia.org/property/slogans.datatype"
"410","http://dbpedia.org/property/netIncomeYear.type"
"411","http://dbpedia.org/property/netIncomeYear.value"
"412","http://dbpedia.org/property/netIncomeYear.datatype"
"413","http://dbpedia.org/property/manufacturers.type"
"414","http://dbpedia.org/property/manufacturers.value"
"415","http://dbpedia.org/property/advertiser.type"
"416","http://dbpedia.org/property/advertiser.value"
"417","http://dbpedia.org/property/eng1Type.type"
"418","http://dbpedia.org/property/eng1Type.value"
"419","http://dbpedia.org/property/south.type"
"420","http://dbpedia.org/property/south.value"
"421","http://dbpedia.org/property/east.type"
"422","http://dbpedia.org/property/east.value"
"423","http://dbpedia.org/property/alt.type"
"424","http://dbpedia.org/property/alt.value"
"425","http://dbpedia.org/property/alt.datatype"
"426","http://dbpedia.org/property/owner.datatype"
"427","http://dbpedia.org/property/brewery.type"
"428","http://dbpedia.org/property/brewery.value"
"429","http://dbpedia.org/property/location.type"
"430","http://dbpedia.org/property/location.value"
"431","http://dbpedia.org/property/location.datatype"
"432","http://dbpedia.org/property/domesticSuppliers.type"
"433","http://dbpedia.org/property/domesticSuppliers.value"
"434","http://dbpedia.org/property/foreignSuppliers.type"
"435","http://dbpedia.org/property/foreignSuppliers.value"
"436","http://dbpedia.org/ontology/powerType.type"
"437","http://dbpedia.org/ontology/powerType.value"
"438","http://dbpedia.org/property/operatingIncome.type"
"439","http://dbpedia.org/property/operatingIncome.value"
"440","http://dbpedia.org/property/operatingIncome.datatype"
"441","http://dbpedia.org/ontology/company.type"
"442","http://dbpedia.org/ontology/company.value"
"443","http://dbpedia.org/ontology/creator.type"
"444","http://dbpedia.org/ontology/creator.value"
"445","http://dbpedia.org/ontology/relation.type"
"446","http://dbpedia.org/ontology/relation.value"
"447","http://dbpedia.org/property/currentSupplier.type"
"448","http://dbpedia.org/property/currentSupplier.value"
"449","http://dbpedia.org/property/accessdate.type"
"450","http://dbpedia.org/property/accessdate.value"
"451","http://dbpedia.org/property/accessdate.datatype"
"452","http://dbpedia.org/property/publisher.type"
"453","http://dbpedia.org/property/publisher.value"
"454","http://dbpedia.org/property/publisher.datatype"
"455","http://dbpedia.org/property/title.datatype"
"456","http://dbpedia.org/property/founders.type"
"457","http://dbpedia.org/property/founders.value"
"458","http://dbpedia.org/property/founders.datatype"
"459","http://dbpedia.org/property/company.type"
"460","http://dbpedia.org/property/company.value"
"461","http://dbpedia.org/property/for.type"
"462","http://dbpedia.org/property/for.value"
"463","http://dbpedia.org/property/for.datatype"
"464","http://dbpedia.org/property/iptvServ.type"
"465","http://dbpedia.org/property/iptvServ.value"
"466","http://dbpedia.org/property/cableServ.type"
"467","http://dbpedia.org/property/cableServ.value"
"468","http://dbpedia.org/property/brand.type"
"469","http://dbpedia.org/property/brand.value"
"470","http://dbpedia.org/property/rev.type"
"471","http://dbpedia.org/property/rev.value"
"472","http://dbpedia.org/property/workInstitutions.type"
"473","http://dbpedia.org/property/workInstitutions.value"
"474","http://dbpedia.org/ontology/fuelSystem.type"
"475","http://dbpedia.org/ontology/fuelSystem.value"
"476","http://dbpedia.org/property/footnotes.type"
"477","http://dbpedia.org/property/footnotes.value"
"478","http://dbpedia.org/property/footnotes.datatype"
"479","http://dbpedia.org/ontology/significantProject.type"
"480","http://dbpedia.org/ontology/significantProject.value"
"481","http://dbpedia.org/property/cableManufacturer.type"
"482","http://dbpedia.org/property/cableManufacturer.value"
"483","http://dbpedia.org/property/alternator.type"
"484","http://dbpedia.org/property/alternator.value"
"485","http://dbpedia.org/property/tractionmotors.type"
"486","http://dbpedia.org/property/tractionmotors.value"
"487","http://dbpedia.org/property/shipPropulsion.type"
"488","http://dbpedia.org/property/shipPropulsion.value"
"489","http://dbpedia.org/property/cableInstaller.type"
"490","http://dbpedia.org/property/cableInstaller.value"
"491","http://dbpedia.org/property/holdingCompany.type"
"492","http://dbpedia.org/property/holdingCompany.value"
"493","http://dbpedia.org/property/designer.type"
"494","http://dbpedia.org/property/designer.value"
"495","http://dbpedia.org/ontology/architect.type"
"496","http://dbpedia.org/ontology/architect.value"
"497","http://dbpedia.org/property/marketCap.type"
"498","http://dbpedia.org/property/marketCap.value"
"499","http://dbpedia.org/property/marketCap.datatype"
"500","http://dbpedia.org/property/primaryUser.type"
"501","http://dbpedia.org/property/primaryUser.value"
"502","http://dbpedia.org/property/moreUsers.type"
"503","http://dbpedia.org/property/moreUsers.value"
"504","http://dbpedia.org/property/fullMembers.type"
"505","http://dbpedia.org/property/fullMembers.value"
"506","http://dbpedia.org/property/data.type"
"507","http://dbpedia.org/property/data.value"
"508","http://dbpedia.org/ontology/hubAirport.type"
"509","http://dbpedia.org/ontology/hubAirport.value"
"510","http://dbpedia.org/property/commenced.type"
"511","http://dbpedia.org/property/commenced.value"
"512","http://dbpedia.org/property/commenced.datatype"
"513","http://dbpedia.org/ontology/formationDate.type"
"514","http://dbpedia.org/ontology/formationDate.value"
"515","http://dbpedia.org/ontology/formationDate.datatype"
"516","http://dbpedia.org/ontology/headquarter.type"
"517","http://dbpedia.org/ontology/headquarter.value"
"518","http://dbpedia.org/ontology/alliance.type"
"519","http://dbpedia.org/ontology/alliance.value"
"520","http://dbpedia.org/property/frequentFlyer.type"
"521","http://dbpedia.org/property/frequentFlyer.value"
"522","http://dbpedia.org/property/lounge.type"
"523","http://dbpedia.org/property/lounge.value"
"524","http://dbpedia.org/property/lounge.datatype"
"525","http://dbpedia.org/property/parent.datatype"
"526","http://dbpedia.org/ontology/icaoAirlineCode.type"
"527","http://dbpedia.org/ontology/icaoAirlineCode.value"
"528","http://dbpedia.org/property/callsign.type"
"529","http://dbpedia.org/property/callsign.value"
"530","http://dbpedia.org/property/callsign.datatype"
"531","http://dbpedia.org/property/fleetSize.type"
"532","http://dbpedia.org/property/fleetSize.value"
"533","http://dbpedia.org/property/fleetSize.datatype"
"534","http://dbpedia.org/property/destinations.type"
"535","http://dbpedia.org/property/destinations.value"
"536","http://dbpedia.org/property/destinations.datatype"
"537","http://dbpedia.org/ontology/iataAirlineCode.type"
"538","http://dbpedia.org/ontology/iataAirlineCode.value"
"539","http://dbpedia.org/property/formeroperator.type"
"540","http://dbpedia.org/property/formeroperator.value"
"541","http://dbpedia.org/property/brands.type"
"542","http://dbpedia.org/property/brands.value"
"543","http://dbpedia.org/property/eng1Name.type"
"544","http://dbpedia.org/property/eng1Name.value"
"545","http://dbpedia.org/property/titlestyle.type"
"546","http://dbpedia.org/property/titlestyle.value"
"547","http://dbpedia.org/property/titlestyle.datatype"
"548","http://dbpedia.org/property/race2WinningTeam.type"
"549","http://dbpedia.org/property/race2WinningTeam.value"
"550","http://dbpedia.org/property/mostWinsManufacturer.type"
"551","http://dbpedia.org/property/mostWinsManufacturer.value"
"552","http://dbpedia.org/property/aux.type"
"553","http://dbpedia.org/property/aux.value"
"554","http://dbpedia.org/property/formerName.type"
"555","http://dbpedia.org/property/formerName.value"
"556","http://dbpedia.org/property/members.type"
"557","http://dbpedia.org/property/members.value"
"558","http://dbpedia.org/property/mostWinsConstructor.type"
"559","http://dbpedia.org/property/mostWinsConstructor.value"
"560","http://dbpedia.org/property/space.type"
"561","http://dbpedia.org/property/space.value"
"562","http://dbpedia.org/property/engineName.type"
"563","http://dbpedia.org/property/engineName.value"
"564","http://dbpedia.org/property/sbkManufacturers.type"
"565","http://dbpedia.org/property/sbkManufacturers.value"
"566","http://dbpedia.org/property/quote.type"
"567","http://dbpedia.org/property/quote.value"
"568","http://dbpedia.org/property/quote.datatype"
"569","http://dbpedia.org/property/source.type"
"570","http://dbpedia.org/property/source.value"
"571","http://dbpedia.org/property/source.datatype"
"572","http://dbpedia.org/property/aircraftType.type"
"573","http://dbpedia.org/property/aircraftType.value"
"574","http://dbpedia.org/property/construction.type"
"575","http://dbpedia.org/property/construction.value"
"576","http://dbpedia.org/property/architectureFirm.type"
"577","http://dbpedia.org/property/architectureFirm.value"
"578","http://dbpedia.org/property/structuralEngineer.type"
"579","http://dbpedia.org/property/structuralEngineer.value"
